aX,aY,aZ,gX,gY,gZ
1.101,0.555,0.143,-22.137,-3.847,-16.130
1.130,0.548,0.153,-22.076,-17.626,-34.695
1.131,0.544,0.120,-24.649,-33.397,-52.053
1.126,0.547,0.073,-28.435,-40.870,-70.565
1.087,0.552,0.039,-39.473,-53.405,-87.878
0.991,0.542,0.028,-49.542,-57.931,-105.397
0.875,0.572,0.029,-56.130,-52.924,-121.489
0.734,0.637,0.045,-57.954,-42.733,-128.374
0.640,0.686,0.095,-55.397,-32.511,-126.878
0.608,0.727,0.127,-48.053,-26.527,-123.267
0.611,0.773,0.152,-40.481,-20.206,-121.695
0.586,0.780,0.174,-33.168,-18.710,-122.130
0.558,0.778,0.199,-23.397,-14.893,-125.107
0.480,0.812,0.179,-13.786,-14.641,-131.282
0.371,0.826,0.147,-9.557,-15.015,-132.489
0.283,0.867,0.086,-10.046,-18.344,-129.756
0.235,0.887,0.071,-15.053,-16.618,-121.420
0.226,0.913,0.071,-20.344,-14.786,-114.626
0.183,0.933,0.087,-23.893,-16.305,-108.817
0.126,0.937,0.090,-22.588,-16.679,-99.885
0.076,0.960,0.109,-18.557,-12.641,-90.786
0.044,0.979,0.091,-16.122,-2.908,-74.855
0.072,0.983,0.084,-13.008,5.473,-59.069
0.129,0.962,0.077,-9.771,13.427,-49.893
0.132,0.967,0.091,-11.710,16.176,-45.076
0.130,0.956,0.123,-12.832,12.771,-39.794
0.127,0.970,0.146,-10.863,6.183,-36.206
0.106,0.980,0.151,-5.061,0.802,-28.229
0.125,0.982,0.120,-2.565,-1.122,-20.305
0.171,0.962,0.104,-2.954,-1.099,-17.489
0.194,0.956,0.093,-5.336,1.962,-19.275
0.181,0.951,0.090,-7.977,3.878,-20.435
0.174,0.973,0.104,-10.351,7.015,-19.748
0.155,0.974,0.136,-9.916,7.412,-18.122

-0.434,1.153,0.295,23.260,28.115,41.389
-0.894,1.253,0.469,27.260,29.191,85.122
-1.683,1.268,0.774,59.359,-1.275,174.313
-2.000,0.842,0.792,133.366,-69.389,250.130
-1.055,0.253,0.242,206.954,-121.229,250.130
0.157,-0.188,-0.388,227.870,-94.015,250.130
0.902,-0.229,-0.848,186.412,-48.229,250.130
1.454,-0.091,-1.004,119.603,14.954,250.130
1.792,0.002,-0.975,41.092,77.427,250.130
2.000,0.161,-0.730,-33.107,113.198,186.649
1.852,0.301,-0.232,-67.015,110.840,64.588
1.303,0.452,0.188,-50.634,81.481,2.695
0.923,0.555,0.275,-20.038,54.420,-4.580
0.839,0.579,0.169,-4.229,36.740,12.305
1.039,0.544,0.069,-5.496,33.244,23.008
1.289,0.474,0.074,-15.756,29.802,14.153
1.422,0.431,0.159,-20.427,17.817,-10.374
1.452,0.430,0.180,-18.779,-2.504,-38.344
1.428,0.427,0.137,-18.229,-19.985,-64.656
1.400,0.398,0.091,-17.374,-32.916,-89.214
1.338,0.377,0.030,-18.481,-38.328,-117.664
1.204,0.394,-0.029,-22.893,-41.954,-144.565
1.024,0.431,-0.036,-25.634,-36.725,-162.000
0.849,0.482,-0.053,-25.336,-24.588,-171.115
0.679,0.555,-0.053,-26.305,-18.664,-170.405
0.628,0.625,-0.057,-25.481,-10.160,-162.939
0.629,0.675,-0.046,-22.397,-2.076,-155.466
0.623,0.677,-0.043,-19.786,-0.840,-154.435
0.594,0.687,-0.087,-22.092,-1.076,-159.931
0.501,0.713,-0.080,-27.969,-1.802,-167.183
0.421,0.752,-0.078,-33.718,2.832,-171.260
0.283,0.804,-0.057,-39.824,5.168,-171.153
0.153,0.876,-0.027,-42.947,9.351,-161.916
0.046,0.931,0.019,-44.878,17.229,-145.695
-0.006,0.973,0.085,-41.840,21.443,-125.336
-0.023,0.992,0.148,-33.748,24.160,-105.305
-0.006,1.003,0.159,-22.038,26.198,-85.252
0.022,0.994,0.152,-11.122,25.069,-71.603
0.039,0.984,0.132,-5.374,17.794,-61.702
0.036,0.985,0.112,-2.000,13.214,-53.794
0.029,0.981,0.066,-1.344,10.321,-45.550
0.034,0.988,0.040,-4.115,8.939,-37.878
0.032,0.985,0.052,-5.504,7.672,-30.122
0.046,0.993,0.056,-5.855,7.466,-23.015
0.067,0.977,0.042,-7.153,6.427,-17.397
0.097,0.975,0.059,-9.939,8.573,-15.779
0.070,0.997,0.074,-10.626,10.229,-12.672
0.103,0.993,0.110,-8.672,13.626,-8.000
0.116,0.982,0.120,-6.977,13.107,-6.504
0.137,0.981,0.115,-4.885,11.573,-5.908

-0.557,1.149,0.201,11.771,-26.221,53.954
-1.078,1.249,0.343,12.053,-95.641,122.763
-1.371,1.193,0.377,26.855,-175.198,221.053
-1.543,1.054,0.290,52.672,-211.611,250.130
-1.481,0.668,0.140,83.786,-218.191,250.130
-0.644,0.111,-0.151,127.832,-176.779,250.130
0.231,-0.280,-0.501,154.191,-95.649,250.130
0.971,-0.396,-0.723,137.924,-46.023,250.130
1.436,-0.301,-0.939,92.817,1.611,250.130
1.819,-0.090,-1.026,25.725,53.130,250.130
1.950,0.101,-0.746,-43.702,103.756,192.626
1.719,0.304,-0.220,-73.328,127.252,103.061
1.322,0.430,0.301,-64.794,112.771,60.817
1.143,0.419,0.599,-18.191,92.962,53.802
1.325,0.358,0.530,29.779,72.298,43.595
1.545,0.324,0.351,44.557,58.260,22.420
1.676,0.285,0.245,44.542,45.603,-2.489
1.687,0.246,0.172,39.023,26.985,-34.626
1.600,0.258,0.107,31.794,13.092,-62.649
1.490,0.262,0.062,22.725,-1.298,-85.702
1.379,0.248,0.014,16.901,-11.870,-105.802
1.240,0.261,-0.078,14.137,-12.435,-127.786
1.069,0.288,-0.117,12.786,-6.992,-139.443
0.996,0.345,-0.177,5.496,-4.969,-145.840
0.972,0.390,-0.199,-4.618,-2.298,-149.763
0.976,0.417,-0.206,-14.221,0.351,-156.351
0.925,0.437,-0.172,-21.870,-1.298,-167.641
0.809,0.479,-0.154,-26.290,-8.664,-176.366
0.689,0.544,-0.147,-30.267,-9.977,-179.588
0.559,0.591,-0.139,-36.893,-10.679,-175.466
0.537,0.635,-0.120,-43.435,-2.992,-171.863
