aX,aY,aZ,gX,gY,gZ
0.240,0.959,0.018,-16.916,-10.031,-0.519
0.215,0.914,0.009,-20.687,-13.145,-4.565
0.230,0.986,-0.000,-31.809,-19.237,-7.137
0.249,1.045,-0.032,-45.649,-26.115,-8.137
0.239,1.004,-0.056,-56.893,-25.466,-9.405
0.265,0.982,-0.064,-65.855,-15.924,-9.458
0.235,0.979,-0.063,-72.771,-1.237,-9.794
0.216,0.960,-0.043,-76.649,11.389,-12.687
0.201,0.945,-0.014,-79.252,21.893,-15.687
0.192,0.945,0.031,-79.771,32.145,-18.420
0.174,0.942,0.061,-77.435,41.611,-19.847
0.159,0.931,0.084,-73.863,51.015,-20.626
0.148,0.938,0.136,-68.473,58.992,-19.656
0.127,0.926,0.183,-60.107,59.908,-17.885
0.114,0.934,0.240,-51.527,52.069,-14.740
0.101,0.937,0.273,-42.626,38.885,-12.908
0.098,0.937,0.308,-32.420,27.183,-11.260
0.092,0.948,0.339,-22.679,19.076,-10.282
0.080,0.949,0.345,-9.595,11.664,-8.641
0.071,0.963,0.355,5.336,5.733,-5.931
0.066,0.974,0.351,17.252,1.290,-2.191
0.061,0.978,0.346,28.817,-3.420,3.076
0.079,0.990,0.326,37.130,-6.763,9.198
0.069,1.001,0.297,44.344,-9.046,16.000
0.062,1.013,0.271,49.656,-12.992,21.809
0.073,1.016,0.252,52.397,-18.756,25.802
0.081,1.001,0.231,53.427,-25.038,28.611
0.093,0.990,0.194,54.076,-28.893,30.817
0.114,0.989,0.172,54.153,-28.695,32.885
0.120,0.991,0.142,54.504,-23.977,33.756
0.146,0.991,0.114,55.641,-16.008,35.458
0.171,0.968,0.102,57.595,-7.672,37.420
0.187,0.959,0.083,58.939,-3.740,38.229
0.187,0.955,0.077,59.252,-3.992,37.305
0.189,0.943,0.072,58.389,-7.450,34.489
0.206,0.947,0.043,56.679,-11.977,30.847
0.219,0.958,0.045,53.420,-15.450,27.962
0.222,0.953,0.004,49.450,-18.794,24.298
0.217,0.948,-0.011,46.191,-18.847,21.160
0.242,0.953,-0.042,43.427,-16.122,18.847
0.254,0.962,-0.049,40.038,-12.229,17.130
0.254,0.965,-0.054,35.695,-8.336,15.718
0.263,0.968,-0.077,30.534,-5.275,14.527
0.262,0.968,-0.071,25.290,-2.527,13.931
0.266,0.966,-0.081,20.733,0.137,13.115
0.265,0.964,-0.081,16.733,2.809,12.664
0.256,0.968,-0.076,13.153,4.641,12.603
0.251,0.970,-0.075,10.183,6.405,12.565
0.250,0.961,-0.062,8.023,9.344,13.145
0.255,0.961,-0.068,6.160,11.855,13.954
0.263,0.969,-0.056,4.809,14.420,14.832
0.265,0.967,-0.055,3.710,16.015,15.664
0.262,0.962,-0.051,2.679,14.802,16.214
0.262,0.959,-0.035,1.443,11.481,16.733
0.276,0.957,-0.022,0.527,8.115,16.618
0.280,0.954,-0.026,-0.763,5.580,15.939
0.282,0.956,-0.026,-1.344,4.176,14.969
0.289,0.959,-0.026,-1.565,4.053,13.863
0.286,0.961,-0.022,-1.038,5.321,11.985

-1.210,0.493,-0.185,110.695,40.641,-250.137
-1.598,0.694,-0.308,104.153,12.076,-250.137
-1.823,0.922,-0.467,74.221,-12.992,-250.137
-2.000,0.995,-0.562,29.847,-24.267,-250.137
-2.000,1.045,-0.585,-13.061,-31.802,-250.137
-2.000,1.064,-0.589,-39.855,-20.893,-205.725
-2.000,1.046,-0.547,-58.046,-4.725,-100.840
-2.000,1.040,-0.464,-64.954,14.679,-9.893
-2.000,0.951,-0.313,-68.046,22.092,61.145
-1.962,0.832,-0.162,-66.550,25.031,116.107
-1.717,0.690,-0.035,-57.435,26.313,160.344
-1.471,0.608,0.105,-43.557,11.672,195.489
-1.285,0.551,0.138,-21.954,-2.840,214.664
-1.152,0.524,0.150,1.389,-3.939,220.870
-1.015,0.498,0.144,20.000,1.107,223.168
-0.898,0.560,0.114,27.382,-0.656,225.679
-0.803,0.588,0.074,27.481,-8.504,226.122
-0.743,0.610,0.022,22.473,-18.160,223.427
-0.660,0.632,-0.004,14.321,-25.870,221.664
-0.557,0.689,-0.042,5.359,-28.237,220.611
-0.465,0.696,-0.063,-3.053,-24.092,218.076
-0.395,0.716,-0.059,-9.244,-22.008,212.275
-0.354,0.715,-0.063,-11.008,-18.595,203.924
-0.300,0.740,-0.081,-9.412,-10.878,192.565
-0.270,0.755,-0.089,-7.550,-2.489,183.595
-0.223,0.771,-0.084,-6.458,3.237,177.023
-0.159,0.793,-0.060,-5.550,5.794,173.565
-0.123,0.813,-0.051,-4.664,4.794,169.802
-0.089,0.803,-0.030,-3.992,0.000,164.107
-0.047,0.827,-0.039,-2.076,-4.656,156.092
-0.020,0.838,-0.043,0.412,-5.145,147.443
-0.006,0.844,-0.028,2.321,-6.351,138.649
0.016,0.876,-0.040,3.298,-9.076,129.603
0.017,0.885,-0.047,3.458,-10.183,121.359
0.030,0.905,-0.055,3.099,-11.924,114.282
0.052,0.929,-0.045,1.962,-14.099,110.115
0.063,0.938,-0.049,0.840,-16.687,107.427
0.086,0.936,-0.061,0.534,-16.313,105.290
0.103,0.936,-0.058,0.176,-15.115,103.458
0.110,0.952,-0.066,-0.885,-15.115,100.160
0.121,0.946,-0.065,-1.466,-14.695,95.893
0.140,0.943,-0.060,-1.130,-11.901,91.794
0.154,0.927,-0.058,-0.450,-9.084,88.832
0.167,0.941,-0.066,-0.282,-7.076,84.916
0.182,0.929,-0.062,-0.389,-6.771,80.733
0.201,0.938,-0.063,-2.450,-9.275,75.725
0.212,0.943,-0.065,-5.374,-13.473,69.359
0.219,0.886,-0.171,-8.985,-16.397,63.137
0.243,0.933,-0.091,-16.534,-21.947,58.420
0.263,1.046,-0.133,-21.061,-17.748,52.473
0.224,0.948,-0.135,-21.672,-1.115,42.374
0.226,0.953,-0.105,-21.817,7.275,34.443
0.221,0.932,-0.078,-22.931,7.725,26.511
